Transaction_ID,Customer_ID,SKU,Units_Sold,Unit_Price,Transaction_Date
11214,324,SKU-028,4,840.69,2024-06-05
11215,300,SKU-097,14,649.98,2024-05-05
11216,394,sku-067,13,530.41,2024-07-22
11217,255,SKU-026,20,348.94,2024-03-19
11218,298,SKU-078,18,710.23,2024-05-01
11219,48,SKU-084,7,459.76,2024-05-04
11220,274,SKU-084,19,473.28,2024-11-01
11221,194,SKU-061,15,379.74,2024-10-30
11222,149,SKU-013,12,273.88,2024-01-21
11223,278,SKU-049,6,494.18,2024-01-08
11224,34,SKU-025,15,365.9,2024-05-03
11225,166,SKU-069,20,169.76,2024-07-02
11226,174,SKU-030,11,713.01,2024-05-31
11227,14,SKU-026,17,311.13,2024-03-25
11228,73,SKU-076,7,438.27,2024-05-25
11229,395,SKU-031,1,597.16,2024-03-28
11230,144,SKU-044,1,489.91,2024-03-29
11231,351,SKU-084,4,513.75,2024-02-15
11232,372,SKU-085,12,168.82,2024-11-06
11233,307,SKU-041,12,535.97,2024-09-30
11234,427,SKU-073,3,460.89,2024-10-30
11235,401,SKU-023,3,67.52,2024-11-14
11236,229,SKU-050,19,381.07,2024-04-29
11237,85,SKU-098,6,492.46,2024-08-14
11238,367,SKU-008,4,133.03,2024-07-24
11239,439,SKU-054,9,237.72,2024-06-27
11240,351,SKU-084,17,407.6,2024-02-22
11241,263,SKU-073,20,482.74,2024-01-03
11242,405,SKU-038,20,41.64,2024-02-18
11243,362,SKU-043,5,565.69,2024-11-10
11244,12,SKU-053,8,382.86,2024-01-22
11245,408,SKU-038,3,32.94,2024-11-13
11246,315,SKU-065,18,130.51,2024-04-17
11247,279,SKU-032,3,25.29,2024-03-12
11248,197,SKU-003,11,116.51,2024-07-12
11249,352,SKU-020,18,271.73,2024-11-07
11250,427,SKU-065,19,133.09,2024-08-29
11251,255,SKU-076,16,361.75,2024-01-15
11252,175,SKU-066,9,378.09,2024-03-13
11253,179,SKU-055,19,178.39,2024-04-25
11254,239,SKU-017,5,139.5,2024-07-23
11255,122,SKU-093,1,411.14,2024-12-29
11256,339,SKU-012,9,118.86,2024-09-25
11257,395,SKU-022,12,692.03,2024-04-27
11258,419,SKU-093,2,301.58,2024-09-27
11259,176,SKU-015,11,717.67,2024-10-10
11260,308,SKU-071,8,635.79,2024-02-20
11261,421,SKU-056,1,346.46,2024-01-21
11262,192,SKU-064,16,445.29,2024-12-08
11263,171,SKU-082,16,285.34,2024-03-25
11264,12,SKU-035,7,10.25,2024-07-26
11265,106,SKU-047,10,63.08,2024-06-25
11266,189,SKU-056,15,384.52,2024-06-22
11267,133,SKU-012,6,104.42,2024-12-16
11268,5,SKU-053,3,377.17,2024-10-01
11269,430,SKU-042,4,445.21,2024-10-10
11270,348,SKU-048,10,287.95,2024-04-12
11271,382,SKU-057,18,303.37,2024-03-28
11272,362,SKU-063,18,753.69,2024-02-21
11273,445,SKU-021,20,680.63,2024-07-29
11274,269,SKU-063,16,793.6,2024-08-09
11275,85,SKU-093,15,354.88,2024-05-07
11276,423,SKU-045,19,101.05,2024-03-21
11277,197,SKU-066,20,,2024-07-12
11278,280,SKU-071,19,650.42,2024-02-22
11279,321,SKU-097,17,756.66,2024-07-28
11280,248,SKU-060,16,370.17,2024-03-18
11281,233,SKU-013,18,222.06,2024-12-07
11282,81,SKU-089,4,318.02,2024-01-15
11283,354,SKU-095,16,,2024-03-31
11284,123,SKU-099,5,678.17,2024-06-01
11285,19,SKU-053,8,381.66,2024-02-08
11286,325,SKU-050,18,424.88,2024-02-26
11287,323,SKU-076,5,477.96,2024-04-19
11288,97,SKU-083,17,690.52,2024-05-12
11289,275,SKU-041,8,551.07,2024-03-09
11290,116,SKU-068,15,,2024-11-01
11291,10,SKU-089,5,302.47,2024-02-04
11292,324,sku-016,3,76.42,2024-07-17
11293,274,SKU-078,9,805.32,2024-07-31
11294,107,SKU-072,14,237.71,2024-11-24
11295,416,SKU-091,12,450.09,2024-10-08
11296,83,SKU-071,3,648.55,2024-09-30
11297,100,SKU-045,4,100.32,2024-01-21
11298,77,SKU-047,7,46.56,2024-04-26
11299,147,SKU-038,12,32.85,2024-10-14
11300,265,SKU-097,10,788.78,2024-05-19
11301,21,SKU-034,14,,2024-08-16
11302,278,SKU-091,13,503.03,2024-07-29
11303,164,sku-009,14,562.66,2024-09-20
11304,49,SKU-099,10,741.33,2024-04-20
11305,18,SKU-001,9,194.84,2024-11-14
11306,448,SKU-048,10,303.91,2024-02-28
11307,82,SKU-037,9,762.85,2024-02-22
11308,147,SKU-056,13,308.76,2024-05-21
11309,396,SKU-041,1,663.36,2024-06-03
11310,325,SKU-027,3,717.41,2024-05-06
11311,416,SKU-023,15,49.27,2024-08-14
11312,165,SKU-083,14,664.62,2024-07-31
11313,255,SKU-068,5,352.41,2024-03-24
11314,3,SKU-077,11,570.02,2024-07-12
11315,133,SKU-092,20,90.3,2024-04-03
11316,169,SKU-051,4,605.83,2024-08-07
11317,428,SKU-088,14,531.65,2024-09-24
11318,283,SKU-034,7,731.51,2024-06-06
11319,53,SKU-021,9,554.34,2024-10-12
11320,426,SKU-092,15,102.27,2024-07-15
11321,308,sku-002,9,142.16,2024-10-13
11322,281,SKU-040,3,176.86,2024-03-27
11323,52,SKU-079,12,404.19,2024-10-16
11324,300,SKU-052,6,340.7,2024-05-14
11325,439,SKU-015,7,859.8,2024-05-31
11326,379,SKU-056,17,396.67,2024-11-27
11327,380,SKU-095,11,528.11,2024-02-19
11328,442,SKU-085,17,188.3,2024-09-10
11329,229,SKU-078,17,590.9,2024-04-19
11330,307,SKU-014,20,340.34,2024-07-21
11331,441,SKU-074,17,451.87,2024-12-17
11332,40,SKU-047,12,60.48,2024-02-19
11333,226,SKU-060,13,441.65,2024-05-13
11334,354,SKU-032,20,21.97,2024-07-21
11335,100,SKU-052,9,420.4,2024-03-26
11336,159,SKU-093,10,338.96,2024-09-04
11337,260,SKU-054,20,252.2,2024-05-17
11338,58,SKU-057,16,300.99,2024-11-29
11339,63,SKU-029,10,298.28,2024-09-15
11340,164,SKU-024,16,731.84,2024-04-03
11341,312,SKU-032,10,19.94,2024-12-12
11342,364,sku-067,1,630.01,2024-04-25
11343,176,SKU-061,11,325.83,2024-04-13
11344,258,SKU-001,16,219.16,2024-01-12
11345,48,SKU-083,19,565.11,2024-03-13
11346,69,SKU-037,19,,2024-03-09
11347,166,SKU-084,8,449.4,2024-01-09
11348,32,SKU-071,20,520.11,2024-05-22
11349,69,SKU-020,17,333.84,2024-05-19
11350,408,SKU-070,5,497.08,2024-08-09
11351,396,SKU-053,2,420.09,2024-05-18
11352,417,SKU-085,10,191.29,2024-07-30
11353,22,SKU-088,19,544.79,2024-08-25
11354,100,SKU-042,13,575.55,2024-04-30
11355,297,SKU-085,19,209.13,2024-11-12
11356,348,SKU-011,10,439.63,2024-10-08
11357,336,SKU-042,13,550.02,2024-05-11
11358,164,SKU-044,15,475.75,2024-09-14
11359,279,SKU-034,10,717.28,2024-01-19
11360,286,SKU-013,4,211.28,2024-02-18
11361,179,SKU-099,5,649.94,2024-03-10
11362,140,SKU-070,19,562.91,2024-04-10
11363,40,SKU-023,9,57.19,2024-08-20
11364,319,SKU-069,1,197.16,2024-12-15
11365,429,SKU-066,8,396.2,2024-06-15
11366,256,SKU-086,20,670.76,2024-01-28
11367,157,SKU-023,3,,2024-05-08
11368,51,SKU-052,20,396.94,2024-06-17
11369,255,SKU-091,1,438.35,2024-08-01
11370,201,sku-009,19,487.73,2024-05-08
11371,384,SKU-074,17,545.29,2024-03-27
11372,61,SKU-079,16,407.88,2024-11-20
11373,238,SKU-033,11,,2024-03-13
11374,383,SKU-063,11,816.74,2024-02-20
11375,32,SKU-004,1,260.29,2024-06-07
11376,382,SKU-026,1,365.49,2024-02-04
11377,351,SKU-044,15,587.35,2024-08-04
11378,278,SKU-077,3,579.86,2024-07-15
11379,434,SKU-071,15,497.58,2024-07-02
11380,308,SKU-096,20,295.48,2024-01-22
11381,232,SKU-004,13,305.3,2024-11-08
11382,186,SKU-070,19,693.39,2024-06-06
11383,415,SKU-075,2,,2024-03-24
11384,365,SKU-079,20,437.63,2024-01-23
11385,171,SKU-020,1,296.05,2024-05-24
11386,192,SKU-012,4,109.69,2024-12-10
11387,289,SKU-063,2,712.0,2024-05-18
11388,379,SKU-040,16,250.69,2024-10-29
11389,83,SKU-098,2,393.99,2024-11-01
11390,223,SKU-095,5,647.86,2024-08-09
11391,218,SKU-092,6,101.53,2024-04-17
11392,24,SKU-074,10,421.63,2024-06-19
11393,250,SKU-011,13,447.22,2024-02-21
11394,188,SKU-041,18,600.56,2024-04-07
11395,165,SKU-077,15,407.84,2024-05-24
11396,134,SKU-051,14,761.63,2024-05-08
11397,51,SKU-095,12,655.02,2024-11-21
11398,445,SKU-082,16,340.72,2024-12-28
11399,105,SKU-056,17,306.93,2024-01-10
11400,210,SKU-051,1,775.09,2024-05-02
11401,62,SKU-050,19,313.44,2024-08-24
11402,261,SKU-018,15,168.19,2024-04-24
11403,144,SKU-049,14,403.96,2024-02-15
11404,303,SKU-065,14,97.41,2024-08-08
11405,252,SKU-058,7,357.82,2024-06-12
11406,42,SKU-058,7,353.33,2024-05-05
11407,362,SKU-042,19,412.46,2024-08-29
11408,373,SKU-029,5,308.82,2024-05-15
11409,185,SKU-075,8,85.62,2024-08-30
11410,418,SKU-027,1,495.45,2024-07-28
11411,344,SKU-043,8,443.92,2024-06-04
11412,419,SKU-089,9,257.03,2024-12-06
11413,297,SKU-082,13,251.67,2024-09-09
11414,67,SKU-048,19,333.62,2024-01-31
11415,124,SKU-066,1,453.36,2024-01-02
11416,29,SKU-074,17,502.57,2024-05-01
11417,158,SKU-064,6,599.33,2024-08-02
11418,439,SKU-035,16,10.22,2024-08-01
11419,159,SKU-008,16,143.08,2024-10-16
11420,297,SKU-079,14,457.96,2024-02-15
11421,335,SKU-052,6,392.77,2024-01-05
11422,339,SKU-079,6,325.76,2024-09-18
11423,99,SKU-029,9,322.14,2024-10-18
11424,334,SKU-074,8,466.25,2024-12-28
11425,313,SKU-081,1,290.29,2024-12-24
11426,191,SKU-034,12,726.17,2024-06-05
11427,4,SKU-076,18,500.08,2024-01-10
11428,191,SKU-063,14,597.01,2024-09-21
11429,137,SKU-026,5,305.54,2024-04-23
11430,82,SKU-078,4,695.92,2024-02-18
11431,193,SKU-047,12,61.71,2024-02-28
11432,67,SKU-010,12,596.45,2024-06-18
11433,335,SKU-094,3,295.84,2024-06-07
11434,266,SKU-060,17,,2024-02-09
11435,341,SKU-007,1,649.77,2024-06-09
11436,34,sku-005,2,475.18,2024-07-08
11437,269,SKU-034,11,590.4,2024-11-21
11438,290,SKU-049,9,552.64,2024-05-28
11439,430,SKU-093,18,365.91,2024-11-07
11440,296,SKU-038,4,46.28,2024-01-16
11441,137,SKU-028,14,633.57,2024-10-15
11442,28,SKU-049,2,426.48,2024-10-17
11443,287,SKU-072,12,239.38,2024-04-01
11444,137,SKU-082,15,349.29,2024-03-31
11445,374,sku-009,19,580.13,2024-04-16
11446,339,SKU-080,14,486.92,2024-05-28
11447,184,sku-002,19,164.43,2024-04-16
11448,435,SKU-087,2,596.54,2024-03-16
11449,117,SKU-031,3,506.81,2024-01-13
11450,291,SKU-030,13,655.55,2024-09-27
11451,410,SKU-012,18,111.81,2024-12-16
11452,295,SKU-061,14,375.9,2024-03-02
11453,222,SKU-083,19,768.4,2024-12-21
11454,426,SKU-000,19,371.71,2024-09-21
11455,117,SKU-062,9,303.11,2024-04-26
11456,395,SKU-062,3,408.56,2024-04-18
11457,16,SKU-049,1,504.85,2024-02-12
11458,28,SKU-061,1,297.77,2024-09-01
11459,66,SKU-087,4,691.65,2024-01-25
11460,338,SKU-024,20,514.56,2024-11-18
11461,185,SKU-022,2,558.76,2024-03-30
11462,384,SKU-004,10,322.27,2024-09-15
11463,437,SKU-015,17,790.01,2024-05-27
11464,356,SKU-058,9,,2024-11-19
11465,434,sku-005,11,427.79,2024-03-12
11466,128,SKU-089,6,310.74,2024-10-14
11467,380,SKU-012,12,117.19,2024-06-12
11468,76,SKU-046,8,119.99,2024-07-16
11469,86,SKU-071,10,523.82,2024-07-29
11470,232,SKU-012,14,94.76,2024-08-05
11471,346,SKU-073,13,437.14,2024-08-09
11472,284,SKU-064,19,406.88,2024-10-29
11473,145,SKU-038,7,34.18,2024-05-12
11474,272,SKU-028,19,597.7,2024-06-22
11475,406,SKU-031,8,555.68,2024-10-15
11476,28,SKU-036,19,335.93,2024-05-28
11477,14,SKU-079,10,324.77,2024-01-30
11478,96,SKU-026,18,390.25,2024-07-14
11479,289,SKU-042,16,468.92,2024-05-05
11480,287,SKU-042,1,420.34,2024-02-04
11481,134,SKU-060,15,482.22,2024-03-02
11482,257,SKU-038,19,38.63,2024-03-18
11483,160,SKU-030,4,633.07,2024-08-29
11484,317,SKU-056,7,327.3,2024-09-24
11485,289,SKU-003,3,89.44,2024-10-22
11486,362,SKU-051,11,640.18,2024-02-17
11487,6,SKU-048,1,337.9,2024-07-30
11488,91,SKU-073,7,424.4,2024-06-17
11489,237,SKU-085,15,171.57,2024-03-24
11490,342,SKU-021,3,602.84,2024-10-25
11491,387,sku-005,10,340.6,2024-05-08
11492,363,SKU-087,6,569.29,2024-12-21
11493,194,SKU-070,10,604.47,2024-12-12
11494,199,SKU-051,1,695.17,2024-06-14
11495,26,SKU-094,19,278.75,2024-06-24
11496,384,SKU-092,3,103.32,2024-10-24
11497,403,SKU-019,7,151.64,2024-08-19
11498,385,SKU-071,7,685.41,2024-11-01
11499,125,SKU-090,16,679.38,2024-05-18
11500,371,SKU-053,19,355.91,2024-08-23
11501,89,SKU-070,15,696.19,2024-02-19
11502,355,SKU-036,14,379.57,2024-04-19
11503,346,SKU-004,18,291.21,2024-10-20
11504,298,SKU-058,12,303.59,2024-07-21
11505,381,sku-005,16,329.04,2024-10-12
11506,308,SKU-038,12,37.93,2024-11-08
11507,345,SKU-018,13,239.0,2024-08-04
11508,6,SKU-086,1,676.58,2024-12-30
11509,251,SKU-094,18,272.53,2024-03-30
11510,175,SKU-061,12,296.88,2024-09-14
11511,227,SKU-063,18,644.66,2024-01-20
11512,306,SKU-075,3,99.34,2024-06-14
11513,253,SKU-052,16,378.29,2024-03-23
11514,103,sku-059,14,574.11,2024-03-25
11515,168,sku-009,12,520.0,2024-04-11
11516,74,SKU-075,19,76.19,2024-07-26
11517,377,SKU-042,19,392.56,2024-10-02
11518,222,SKU-066,17,330.07,2024-05-10
11519,194,SKU-079,16,,2024-02-03
11520,291,SKU-008,3,121.72,2024-05-25
11521,195,SKU-045,18,83.75,2024-10-16
11522,322,SKU-066,13,489.65,2024-07-22
11523,266,SKU-041,8,469.17,2024-11-29
11524,109,SKU-071,2,520.06,2024-06-08
11525,265,SKU-073,19,372.91,2024-02-22
11526,287,SKU-000,16,464.97,2024-11-09
11527,411,SKU-096,16,376.41,2024-11-09
11528,166,SKU-097,10,642.64,2024-08-26
11529,139,SKU-068,5,342.83,2024-10-24
11530,26,SKU-061,17,397.19,2024-10-01
11531,364,SKU-042,1,495.43,2024-10-01
11532,359,SKU-088,18,592.58,2024-05-21
11533,408,SKU-061,19,335.94,2024-12-02
11534,247,SKU-056,1,392.16,2024-11-24
11535,334,sku-016,10,53.63,2024-07-17
11536,379,SKU-097,14,655.19,2024-09-06
11537,134,SKU-064,7,443.57,2024-10-22
11538,164,SKU-095,12,622.22,2024-12-27
11539,383,SKU-004,14,,2024-09-29
11540,283,SKU-098,9,349.46,2024-10-27
11541,429,SKU-085,7,218.9,2024-04-08
11542,172,SKU-037,2,750.15,2024-06-01
11543,65,SKU-058,2,392.52,2024-07-09
11544,347,SKU-019,13,125.14,2024-06-21
11545,183,SKU-051,20,792.13,2024-02-20
11546,187,SKU-012,2,,2024-02-17
11547,155,SKU-013,12,202.57,2024-10-02
11548,199,sku-016,19,68.47,2024-03-21
11549,287,SKU-008,2,126.68,2024-09-04
11550,203,SKU-003,10,115.41,2024-01-21
11551,18,sku-067,4,728.93,2024-05-01
11552,181,SKU-082,9,322.02,2024-07-17
11553,318,SKU-043,12,633.78,2024-12-29
11554,218,SKU-040,11,204.35,2024-10-01
11555,338,SKU-068,9,387.78,2024-09-01
11556,387,SKU-053,11,488.98,2024-07-14
11557,175,SKU-075,13,88.86,2024-12-24
11558,316,SKU-049,13,552.36,2024-01-15
11559,224,SKU-078,13,691.04,2024-06-24
11560,448,SKU-019,14,133.6,2024-03-07
11561,78,SKU-085,2,194.13,2024-06-12
11562,308,SKU-071,20,657.1,2024-08-11
11563,354,SKU-047,6,46.88,2024-06-15
11564,376,SKU-032,10,23.01,2024-08-11
11565,396,SKU-010,15,561.01,2024-02-20
11566,341,SKU-048,5,387.75,2024-03-29
11567,273,SKU-047,18,45.86,2024-12-07
11568,60,SKU-070,4,569.06,2024-01-21
11569,231,SKU-020,5,265.62,2024-09-27
11570,282,SKU-066,16,435.94,2024-04-29
11571,237,SKU-049,1,497.98,2024-03-10
11572,439,SKU-068,5,310.08,2024-09-22
11573,40,SKU-015,12,799.14,2024-03-07
11574,111,SKU-055,14,154.08,2024-03-18
11575,212,SKU-066,18,445.11,2024-04-06
11576,326,SKU-034,20,796.64,2024-01-13
11577,62,SKU-041,20,620.29,2024-01-09
11578,191,SKU-061,7,290.91,2024-11-01
11579,173,SKU-006,13,587.78,2024-04-09
11580,224,SKU-019,9,162.79,2024-10-10
11581,69,SKU-088,3,485.78,2024-05-31
11582,258,SKU-023,1,50.14,2024-06-13
11583,358,sku-059,16,490.37,2024-05-17
11584,214,SKU-000,10,471.98,2024-11-26
11585,146,SKU-004,11,243.2,2024-07-30
11586,216,SKU-057,14,350.52,2024-10-05
11587,298,SKU-029,4,244.42,2024-12-02
11588,101,sku-067,10,637.99,2024-12-05
11589,1,SKU-070,18,511.58,2024-01-04
11590,95,SKU-010,13,,2024-12-05
11591,394,SKU-093,2,350.49,2024-09-14
11592,147,SKU-074,13,482.9,2024-06-21
11593,242,SKU-047,17,50.59,2024-05-26
11594,384,sku-002,8,145.82,2024-03-21
11595,308,SKU-008,1,147.58,2024-05-08
11596,436,SKU-037,6,835.46,2024-07-22
11597,308,SKU-006,17,690.75,2024-09-12
11598,376,SKU-003,9,111.71,2024-05-03
11599,228,sku-067,4,775.1,2024-10-23
11600,110,SKU-000,16,444.41,2024-09-06
11601,190,SKU-025,18,347.22,2024-11-16
11602,30,SKU-030,12,600.96,2024-03-14
11603,393,SKU-010,17,473.11,2024-06-07
11604,426,SKU-095,16,577.66,2024-08-13
11605,143,SKU-075,6,97.41,2024-02-06
11606,200,SKU-037,3,853.93,2024-12-22
11607,48,SKU-039,13,631.15,2024-06-27
11608,211,SKU-007,7,584.47,2024-09-01
11609,22,SKU-048,8,296.72,2024-11-10
11610,448,SKU-046,3,87.05,2024-08-14
11611,226,SKU-049,10,416.53,2024-03-29
11612,274,SKU-063,17,624.14,2024-03-22
11613,39,sku-067,20,722.5,2024-07-21
11614,293,SKU-078,8,669.07,2024-01-13
11615,438,SKU-042,12,573.08,2024-01-31
11616,271,SKU-024,17,638.58,2024-10-19
11617,103,SKU-064,4,518.07,2024-07-05
11618,291,SKU-098,19,375.39,2024-06-02
11619,447,SKU-023,9,,2024-01-31
11620,308,SKU-086,13,792.71,2024-01-22
11621,291,SKU-000,2,395.61,2024-07-18
11622,110,SKU-065,20,106.26,2024-03-06
11623,384,SKU-026,5,308.4,2024-05-05
11624,144,SKU-099,8,665.96,2024-07-18
11625,159,SKU-010,3,460.57,2024-01-01
11626,117,SKU-036,15,439.89,2024-11-23
11627,120,SKU-070,12,468.58,2024-10-03
11628,92,SKU-064,15,536.77,2024-04-13
11629,146,SKU-011,19,359.32,2024-11-15
11630,249,SKU-056,10,349.9,2024-04-13
11631,104,SKU-046,4,95.34,2024-11-13
11632,362,SKU-028,19,742.93,2024-11-11
11633,182,SKU-024,5,,2024-12-14
11634,265,SKU-057,12,314.58,2024-11-02
11635,151,SKU-080,3,503.37,2024-11-27
11636,387,SKU-078,4,,2024-03-26
11637,92,SKU-015,6,762.01,2024-08-06
11638,85,SKU-036,5,,2024-01-21
11639,47,SKU-054,7,218.21,2024-09-04
11640,364,SKU-030,2,650.46,2024-04-02
11641,425,SKU-000,11,428.71,2024-02-18
11642,376,sku-016,13,,2024-05-20
11643,226,SKU-094,13,312.45,2024-01-23
11644,194,SKU-019,14,129.88,2024-05-19
11645,313,SKU-058,15,421.98,2024-07-01
11646,66,SKU-012,9,118.16,2024-12-23
11647,7,SKU-050,18,323.36,2024-10-13
11648,138,SKU-041,5,546.36,2024-10-09
11649,413,SKU-051,15,,2024-10-07
11650,235,SKU-077,10,603.16,2024-02-13
11651,187,SKU-045,18,88.86,2024-05-07
11652,420,SKU-049,2,478.96,2024-08-21
11653,419,sku-009,11,541.46,2024-04-17
11654,85,SKU-038,13,38.12,2024-08-11
11655,24,SKU-094,10,396.52,2024-03-27
11656,99,sku-009,15,619.04,2024-10-30
11657,238,SKU-006,14,508.13,2024-05-15
11658,210,SKU-097,9,837.45,2024-10-14
11659,427,sku-016,16,60.74,2024-04-23
11660,283,SKU-083,15,796.56,2024-11-24
11661,334,SKU-095,1,634.29,2024-12-03
11662,176,SKU-075,1,73.61,2024-04-15
11663,428,SKU-051,19,690.44,2024-06-05
11664,13,SKU-037,18,855.29,2024-02-19
11665,303,SKU-010,1,474.37,2024-10-21
11666,403,SKU-079,6,457.09,2024-06-11
11667,183,SKU-084,2,454.7,2024-07-03
11668,69,SKU-063,18,766.17,2024-04-02
11669,47,SKU-072,4,207.71,2024-07-16
11670,6,SKU-004,13,314.89,2024-04-17
11671,357,SKU-062,8,386.82,2024-08-12
11672,262,SKU-055,4,156.51,2024-04-12
11673,55,SKU-061,12,410.11,2024-04-05
11674,296,SKU-094,11,298.77,2024-03-14
11675,194,SKU-031,9,584.7,2024-08-14
11676,402,SKU-036,13,370.33,2024-01-08
11677,156,SKU-055,7,,2024-03-13
11678,204,SKU-093,16,419.31,2024-01-11
11679,377,SKU-006,16,541.47,2024-09-14
11680,163,SKU-082,9,303.49,2024-12-29
11681,51,SKU-071,9,550.72,2024-08-17
11682,4,SKU-006,11,,2024-09-08
11683,404,SKU-083,4,798.11,2024-06-18
11684,295,SKU-000,14,507.35,2024-04-11
11685,247,SKU-064,16,,2024-06-13
11686,313,SKU-040,5,195.87,2024-06-23
11687,378,SKU-028,14,614.72,2024-11-04
11688,23,SKU-040,3,214.88,2024-08-22
11689,74,SKU-094,10,382.31,2024-08-13
11690,380,SKU-010,8,483.41,2024-03-30
11691,234,SKU-031,14,551.34,2024-11-16
11692,435,SKU-075,13,95.86,2024-12-11
11693,164,SKU-014,18,365.23,2024-07-11
11694,414,SKU-004,20,260.16,2024-07-12
11695,35,SKU-039,19,,2024-12-20
11696,398,SKU-029,15,330.11,2024-04-15
11697,311,SKU-043,6,572.39,2024-09-06
11698,244,SKU-096,20,325.14,2024-04-11
11699,145,SKU-041,5,480.49,2024-10-30
11700,272,SKU-052,20,355.27,2024-05-20
11701,46,SKU-061,11,363.26,2024-12-20
11702,313,SKU-052,10,365.74,2024-04-05
11703,281,SKU-020,15,310.13,2024-07-14
11704,63,SKU-086,11,692.22,2024-01-07
11705,395,SKU-003,14,106.2,2024-03-19
11706,245,SKU-077,1,519.11,2024-12-18
11707,341,SKU-069,9,201.42,2024-05-09
11708,53,sku-059,19,555.45,2024-05-30
11709,176,SKU-055,16,195.4,2024-07-27
11710,395,SKU-066,1,391.29,2024-09-27
11711,404,SKU-063,17,680.09,2024-01-12
11712,383,SKU-056,12,326.54,2024-08-04
11713,219,SKU-056,12,290.72,2024-05-20
11714,268,SKU-038,12,36.25,2024-02-03
11715,432,SKU-019,3,149.08,2024-10-02
11716,16,sku-005,17,405.87,2024-08-14
11717,398,SKU-068,13,344.43,2024-05-12
11718,180,SKU-038,5,47.24,2024-03-14
11719,102,sku-059,4,610.66,2024-01-11
11720,294,SKU-036,19,409.04,2024-04-03
11721,236,SKU-090,4,679.63,2024-08-05
11722,100,SKU-079,10,461.45,2024-02-08
11723,187,SKU-064,15,466.89,2024-12-05
11724,231,SKU-053,13,447.05,2024-02-05
11725,28,SKU-010,4,538.42,2024-11-07
11726,423,SKU-042,1,453.5,2024-05-08
11727,181,SKU-058,10,414.3,2024-01-26
11728,289,SKU-017,7,120.91,2024-07-13
11729,137,SKU-003,19,87.8,2024-02-24
11730,49,sku-009,1,452.67,2024-12-01
11731,307,SKU-080,7,598.55,2024-12-02
11732,168,SKU-011,11,393.02,2024-11-13
11733,409,SKU-068,3,428.57,2024-06-07
11734,200,SKU-096,2,313.67,2024-03-22
11735,39,SKU-040,9,217.29,2024-04-29
11736,87,SKU-003,14,111.82,2024-02-14
11737,58,SKU-089,8,273.07,2024-04-25
11738,254,SKU-092,2,74.78,2024-04-25
11739,222,SKU-025,18,386.34,2024-05-29
11740,441,SKU-096,4,361.89,2024-02-10
11741,61,SKU-032,20,26.48,2024-12-16
11742,261,SKU-065,13,105.5,2024-09-30
11743,226,SKU-029,5,297.95,2024-05-24
11744,444,SKU-017,7,143.0,2024-11-10
11745,188,sku-009,20,572.25,2024-11-20
11746,340,SKU-000,16,452.21,2024-05-06
11747,257,SKU-088,6,424.05,2024-02-19
11748,21,SKU-035,8,11.0,2024-10-14
11749,435,SKU-026,10,,2024-08-12
11750,187,sku-002,19,180.41,2024-11-10
11751,387,SKU-018,20,206.93,2024-01-11
11752,308,SKU-061,18,411.41,2024-04-03
11753,262,SKU-074,11,407.9,2024-09-15
11754,343,SKU-085,8,194.85,2024-01-15
11755,394,SKU-074,20,578.97,2024-03-20
11756,90,SKU-088,4,504.12,2024-05-08
11757,204,SKU-096,18,386.91,2024-04-02
11758,182,SKU-027,19,661.51,2024-12-13
11759,82,SKU-007,11,678.73,2024-11-24
11760,347,SKU-017,11,,2024-02-03
11761,31,SKU-013,5,246.84,2024-11-27
11762,429,SKU-073,6,395.27,2024-01-24
11763,446,SKU-077,4,440.73,2024-06-18
11764,344,SKU-060,2,497.48,2024-05-10
11765,56,SKU-081,4,307.67,2024-09-18
11766,54,sku-009,9,,2024-06-18
11767,215,SKU-037,10,827.33,2024-05-05
11768,103,SKU-029,15,273.84,2024-05-25
11769,413,SKU-008,10,122.98,2024-02-09
11770,58,SKU-031,12,622.34,2024-06-17
11771,302,SKU-075,12,83.19,2024-07-03
11772,144,SKU-080,14,564.63,2024-06-10
11773,383,SKU-064,5,480.07,2024-01-05
11774,199,SKU-011,8,423.47,2024-01-10
11775,407,SKU-054,16,276.75,2024-11-04
11776,298,SKU-084,1,571.66,2024-12-12
11777,371,SKU-081,16,301.84,2024-11-09
11778,4,SKU-091,4,484.12,2024-01-04
11779,308,SKU-034,4,790.83,2024-11-27
11780,352,SKU-063,6,636.64,2024-06-30
11781,210,SKU-079,15,344.94,2024-05-15
11782,36,SKU-098,7,500.82,2024-07-09
11783,234,SKU-030,1,616.54,2024-02-25
11784,209,sku-005,13,335.24,2024-08-05
11785,71,SKU-007,7,549.56,2024-09-19
11786,18,SKU-027,2,592.06,2024-09-03
11787,13,SKU-074,3,445.84,2024-01-25
11788,378,SKU-011,15,426.02,2024-09-05
11789,171,SKU-047,11,,2024-07-06
11790,136,SKU-085,16,187.59,2024-05-30
11791,156,SKU-097,9,714.75,2024-03-02
11792,98,SKU-081,17,265.46,2024-03-13
11793,34,SKU-038,14,47.58,2024-07-30
11794,180,SKU-000,3,476.85,2024-09-26
11795,444,SKU-091,7,462.77,2024-03-15
11796,426,SKU-020,20,321.89,2024-04-22
11797,79,SKU-019,16,155.05,2024-10-17
11798,8,SKU-099,6,563.61,2024-05-04
11799,50,SKU-012,20,89.35,2024-04-12
